air_temperature,air_humidity,soil_moisture,solar_radiation,ndvi,days_since_rain,wind_speed,risk_class
23.0,53.7,22.1,691.0,0.705,3.0,3.3,1
23.1,31.8,11.5,525.0,0.836,10.0,36.6,1
35.3,87.4,43.0,393.0,0.669,2.0,14.7,0
23.8,78.2,46.5,487.0,0.556,3.0,27.4,0
30.3,66.3,49.7,645.0,0.429,22.0,2.1,1
17.1,63.0,46.8,706.0,0.663,4.0,6.3,0
25.0,84.9,63.2,493.0,0.141,7.0,3.1,2
16.0,81.8,54.0,353.0,0.669,7.0,20.5,0
19.7,80.8,80.9,580.0,0.677,3.0,2.1,0
31.0,68.2,87.6,606.0,0.581,4.0,9.1,0
25.7,53.7,9.9,742.0,0.603,9.0,8.3,2
24.1,73.8,3.0,398.0,0.395,4.0,1.5,2
21.5,74.7,37.9,400.0,0.869,4.0,15.7,0
24.7,56.6,46.1,656.0,0.559,4.0,13.7,0
27.8,53.7,36.8,447.0,0.445,17.0,6.0,1
31.9,80.4,49.3,439.0,0.718,14.0,27.3,0
10.2,90.0,33.7,746.0,0.64,8.0,1.9,1
21.0,46.5,26.9,273.0,0.555,6.0,1.0,0
27.0,55.3,29.3,890.0,0.536,7.0,11.1,1
25.4,66.3,34.8,410.0,0.619,9.0,4.3,1
28.4,68.8,51.5,676.0,0.862,9.0,9.4,1
27.6,50.6,30.2,500.0,0.705,4.0,22.5,0
24.2,93.9,33.4,569.0,0.614,5.0,2.9,0
22.8,67.6,47.1,473.0,0.773,5.0,20.7,0
24.5,69.6,34.8,674.0,0.625,8.0,3.1,0
32.9,91.7,55.9,457.0,0.692,16.0,7.0,1
21.6,51.9,23.3,417.0,0.647,7.0,23.8,1
25.6,58.4,19.8,846.0,0.726,7.0,15.9,1
27.1,37.4,42.9,525.0,0.54,3.0,4.6,0
35.4,56.9,44.5,398.0,0.415,1.0,12.7,1
24.2,33.2,24.2,252.0,0.783,5.0,6.5,1
31.8,73.5,59.5,856.0,0.891,11.0,7.3,1
33.4,67.6,68.8,421.0,0.423,3.0,8.4,0
25.6,55.0,28.0,891.0,0.652,1.0,14.3,1
24.7,58.2,61.8,592.0,0.539,10.0,10.6,0
24.0,73.7,3.0,546.0,0.779,9.0,8.6,2
24.5,39.6,55.2,551.0,0.664,4.0,8.8,0
31.1,63.7,24.3,919.0,0.95,4.0,11.7,1
27.4,72.6,53.6,125.0,0.566,5.0,10.2,0
27.4,27.9,22.6,559.0,0.897,4.0,6.3,2
19.2,72.3,36.9,472.0,0.914,19.0,12.0,0
20.2,29.9,25.0,482.0,0.716,5.0,13.6,1
38.9,57.9,34.6,547.0,0.627,8.0,12.2,1
24.9,39.1,67.3,472.0,0.637,6.0,18.7,1
21.4,85.8,36.3,554.0,0.622,9.0,5.9,1
34.6,39.2,71.8,516.0,0.824,4.0,5.6,0
27.7,30.3,31.8,284.0,0.463,4.0,25.1,2
29.5,62.4,61.9,589.0,0.591,7.0,4.8,1
25.2,52.6,12.0,649.0,0.569,4.0,7.9,2
24.1,32.9,33.4,422.0,0.309,5.0,1.2,1
25.0,69.5,29.4,856.0,0.775,10.0,3.1,1
17.7,24.2,62.6,760.0,0.811,15.0,7.0,1
25.5,41.3,41.0,672.0,0.506,23.0,6.7,1
27.8,49.6,4.6,670.0,0.805,10.0,8.2,2
37.1,74.4,17.0,525.0,0.335,8.0,29.2,2
26.5,83.3,21.8,725.0,0.624,3.0,1.7,1
12.0,79.9,52.9,803.0,0.597,13.0,9.7,0
25.4,57.2,50.9,665.0,0.636,18.0,8.8,0
42.4,16.3,33.2,417.0,0.635,5.0,32.5,1
31.2,67.0,29.2,513.0,0.606,22.0,17.5,0
21.1,86.5,49.5,623.0,0.55,14.0,6.6,1
29.5,82.2,19.9,671.0,0.6,10.0,24.6,1
21.5,68.3,45.3,506.0,0.865,6.0,6.1,0
17.9,38.6,44.0,418.0,0.516,2.0,18.6,0
23.9,50.5,33.6,805.0,0.95,19.0,27.3,1
26.5,94.8,44.4,327.0,0.506,2.0,10.6,0
14.8,34.5,39.6,351.0,0.663,19.0,3.8,0
19.1,39.3,46.0,281.0,0.723,21.0,1.5,0
26.1,77.0,16.7,350.0,0.567,3.0,10.9,1
23.6,52.2,47.8,745.0,0.869,2.0,18.1,0
28.4,38.7,54.4,751.0,0.718,5.0,51.2,0
18.7,87.5,43.1,507.0,0.583,6.0,22.8,0
30.3,68.3,47.6,609.0,0.867,4.0,10.0,0
18.9,53.1,36.2,518.0,0.437,4.0,3.6,0
35.9,39.4,52.3,305.0,0.518,6.0,8.8,2
15.7,96.9,39.0,919.0,0.721,18.0,29.0,1
19.4,59.6,19.6,767.0,0.764,6.0,36.5,1
28.5,85.2,51.1,584.0,0.678,11.0,6.1,0
36.0,76.1,11.9,366.0,0.597,2.0,8.1,1
27.9,50.6,42.5,480.0,0.575,7.0,25.8,0
29.4,50.8,31.9,395.0,0.824,5.0,24.7,1
26.1,86.0,30.8,538.0,0.663,10.0,6.3,0
19.8,86.3,40.8,576.0,0.463,2.0,16.4,1
23.1,26.2,26.7,459.0,0.453,16.0,6.7,0
18.7,69.9,46.2,258.0,0.892,5.0,21.3,0
18.3,57.8,38.9,904.0,0.491,3.0,10.0,0
28.4,41.4,28.1,563.0,0.669,21.0,7.5,0
19.3,64.7,59.4,602.0,0.863,8.0,17.5,0
27.9,35.7,41.3,444.0,0.718,6.0,10.5,0
18.2,51.6,48.1,239.0,0.484,2.0,17.2,1
27.8,45.6,60.7,505.0,0.437,3.0,4.1,1
23.1,51.0,60.4,462.0,0.95,2.0,4.9,0
34.4,58.7,47.3,648.0,0.433,7.0,9.3,1
27.9,41.7,33.2,683.0,0.52,14.0,5.3,1
33.4,88.3,15.1,658.0,0.687,8.0,7.0,1
21.5,68.9,41.3,698.0,0.581,7.0,9.5,0
26.3,92.3,55.5,845.0,0.723,6.0,5.9,0
20.1,57.1,43.7,590.0,0.356,12.0,28.3,0
23.5,50.1,3.0,718.0,0.582,5.0,5.0,2
24.4,91.7,51.9,609.0,0.742,2.0,9.1,0
21.6,49.6,52.9,178.0,0.743,13.0,9.2,0
18.7,56.8,33.2,492.0,0.517,2.0,10.9,0
17.5,73.0,53.8,364.0,0.436,1.0,7.5,0
12.0,37.7,48.0,562.0,0.658,8.0,18.6,0
19.7,72.8,27.0,378.0,0.384,1.0,19.4,1
29.8,70.5,58.3,629.0,0.851,6.0,6.1,0
16.4,82.8,17.7,697.0,0.648,7.0,20.5,1
17.8,76.0,37.1,737.0,0.495,9.0,5.8,0
36.7,83.4,35.5,811.0,0.43,8.0,9.1,2
22.2,58.0,24.8,218.0,0.506,2.0,9.9,1
27.9,44.5,42.9,304.0,0.339,12.0,5.6,1
29.9,98.0,59.0,1047.0,0.709,6.0,2.5,1
30.0,32.5,58.0,702.0,0.475,5.0,10.8,0
16.9,34.3,49.6,560.0,0.692,2.0,3.7,0
24.6,70.2,10.9,526.0,0.717,14.0,26.7,2
16.3,89.2,16.6,510.0,0.794,13.0,6.7,2
40.7,63.4,40.7,172.0,0.665,4.0,16.8,0
16.4,78.0,37.5,381.0,0.823,9.0,16.1,0
19.7,24.1,30.0,500.0,0.869,11.0,5.5,0
19.8,51.0,68.5,391.0,0.666,5.0,6.9,0
17.0,26.3,39.7,415.0,0.677,13.0,6.8,1
34.1,74.0,46.7,981.0,0.52,13.0,12.0,1
40.5,32.1,53.8,475.0,0.442,1.0,46.3,2
23.1,37.0,38.9,570.0,0.851,11.0,11.6,0
18.1,69.3,79.5,564.0,0.729,4.0,6.5,0
12.6,79.1,23.0,626.0,0.744,3.0,12.3,0
24.5,57.1,28.3,434.0,0.514,1.0,3.7,0
24.1,70.3,22.9,744.0,0.912,7.0,5.1,1
22.1,69.7,63.0,600.0,0.579,5.0,27.0,0
27.3,56.1,50.8,288.0,0.476,4.0,8.1,1
28.4,40.3,29.3,501.0,0.517,11.0,4.9,1
27.9,70.2,24.2,489.0,0.903,40.0,3.2,2
24.1,71.0,60.2,481.0,0.42,9.0,9.4,0
19.4,76.1,43.8,612.0,0.485,5.0,3.4,0
30.0,65.6,60.6,634.0,0.95,13.0,21.6,0
26.1,39.0,37.0,613.0,0.789,3.0,16.0,0
31.3,72.4,46.2,581.0,0.488,4.0,6.2,1
30.7,60.0,42.8,535.0,0.425,7.0,31.1,0
17.5,51.3,28.0,133.0,0.319,7.0,6.8,2
17.4,54.7,35.7,660.0,0.637,12.0,8.1,1
21.5,47.6,19.1,608.0,0.751,18.0,5.2,1
19.7,76.0,45.9,343.0,0.893,12.0,15.1,0
30.5,34.5,50.2,571.0,0.279,18.0,3.7,1
28.1,42.1,53.8,637.0,0.381,19.0,6.4,1
32.6,54.1,48.7,731.0,0.598,8.0,5.7,1
28.4,89.0,35.9,612.0,0.95,6.0,11.5,0
27.3,79.0,62.8,578.0,0.779,10.0,2.8,0
33.2,30.5,52.3,690.0,0.687,1.0,8.7,1
28.8,84.3,60.2,465.0,0.4,12.0,21.5,1
26.4,84.3,61.2,594.0,0.238,11.0,3.3,1
34.9,38.9,36.0,408.0,0.627,3.0,15.7,1
26.7,14.6,44.2,720.0,0.602,17.0,18.0,1
24.2,58.7,50.4,230.0,0.572,14.0,8.3,0
21.0,80.2,19.6,667.0,0.552,10.0,1.1,2
30.2,88.6,20.0,523.0,0.485,6.0,15.2,2
33.4,44.3,17.2,694.0,0.444,17.0,21.1,2
25.7,91.5,36.3,380.0,0.87,1.0,29.5,0
33.8,19.9,32.7,536.0,0.46,6.0,10.2,2
14.2,53.4,15.0,531.0,0.57,11.0,1.8,1
25.7,52.5,40.4,598.0,0.613,15.0,15.1,0
25.8,80.7,36.5,331.0,0.747,13.0,2.2,0
21.6,83.4,56.9,635.0,0.467,2.0,13.5,0
40.3,77.2,70.2,188.0,0.796,9.0,16.9,1
25.6,35.7,45.3,400.0,0.516,7.0,22.0,0
23.6,75.5,26.9,239.0,0.591,1.0,6.6,0
26.2,69.2,48.3,669.0,0.916,2.0,4.2,0
14.0,29.9,38.1,592.0,0.446,1.0,10.3,0
21.4,22.8,34.2,602.0,0.75,1.0,2.8,1
31.9,78.7,24.2,785.0,0.801,2.0,7.2,1
22.2,56.8,30.6,463.0,0.676,6.0,5.6,0
21.0,36.9,35.2,630.0,0.599,6.0,19.2,0
33.9,56.3,50.9,532.0,0.95,9.0,25.5,0
34.0,66.6,46.2,504.0,0.618,4.0,14.3,0
29.1,58.5,67.2,755.0,0.657,15.0,17.6,0
23.3,32.1,48.8,895.0,0.559,13.0,10.4,0
24.6,93.9,44.8,442.0,0.647,9.0,9.8,0
21.2,78.1,33.1,670.0,0.794,20.0,2.3,0
20.0,54.0,21.4,577.0,0.57,8.0,12.5,0
19.7,54.7,28.9,580.0,0.24,2.0,16.7,2
22.3,66.5,26.8,564.0,0.712,10.0,7.8,0
19.8,39.7,3.0,460.0,0.426,7.0,8.1,2
16.6,65.8,21.9,50.0,0.754,5.0,1.2,1
27.3,36.0,63.6,796.0,0.62,5.0,8.3,0
27.4,58.7,43.9,395.0,0.79,9.0,19.3,0
36.2,39.0,32.0,477.0,0.449,8.0,12.0,1
22.0,39.9,44.4,480.0,0.524,23.0,9.0,0
27.8,89.6,6.7,379.0,0.559,8.0,3.6,1
27.9,61.1,42.5,563.0,0.353,8.0,6.4,1
24.5,63.7,58.4,512.0,0.82,7.0,5.4,0
30.5,23.8,36.1,391.0,0.327,7.0,4.0,1
30.7,49.3,9.6,547.0,0.818,3.0,12.0,2
28.0,68.3,31.4,514.0,0.696,4.0,6.6,0
24.5,63.5,58.5,687.0,0.584,9.0,18.0,0
23.9,21.2,42.1,279.0,0.682,2.0,9.1,0
17.8,63.7,15.3,375.0,0.677,5.0,32.0,2
21.2,66.6,75.9,651.0,0.548,16.0,6.5,0
22.3,83.1,17.9,405.0,0.674,5.0,21.2,0
19.3,48.2,34.1,357.0,0.752,19.0,24.3,0
28.6,19.6,21.4,414.0,0.45,5.0,6.1,1
33.2,42.1,21.4,502.0,0.682,14.0,8.6,1
20.6,40.3,30.8,503.0,0.147,7.0,7.0,1
27.7,73.3,48.2,482.0,0.273,3.0,5.8,0
19.8,11.1,58.6,335.0,0.722,22.0,14.8,0
24.2,51.9,31.8,659.0,0.545,2.0,16.0,0
21.9,85.7,21.8,759.0,0.466,4.0,5.4,2
29.6,60.1,45.7,176.0,0.61,24.0,5.3,0
21.9,76.1,46.1,240.0,0.549,8.0,9.3,0
32.1,30.4,41.8,701.0,0.442,3.0,9.1,2
24.5,31.2,42.4,803.0,0.325,7.0,2.2,1
22.1,85.9,36.2,137.0,0.266,10.0,15.0,1
18.5,61.8,39.6,667.0,0.753,5.0,1.9,0
27.5,61.9,35.1,815.0,0.544,17.0,4.8,1
31.4,39.9,55.1,365.0,0.795,4.0,10.7,0
27.6,61.8,73.7,804.0,0.542,1.0,14.9,1
39.4,39.4,40.9,488.0,0.684,13.0,4.6,0
34.6,81.4,37.9,577.0,0.597,6.0,8.4,1
24.2,100.0,42.1,391.0,0.628,14.0,6.6,0
24.1,68.7,27.5,700.0,0.637,5.0,0.5,0
28.8,48.6,50.2,670.0,0.54,9.0,6.9,1
21.0,14.4,45.1,830.0,0.399,5.0,3.8,1
33.0,29.7,31.3,779.0,0.758,6.0,9.2,1
28.2,88.0,52.4,518.0,0.907,2.0,3.3,0
27.5,41.5,38.3,1080.0,0.919,2.0,6.5,1
30.1,53.3,22.5,763.0,0.52,8.0,8.3,2
36.3,71.8,43.6,617.0,0.488,13.0,9.7,1
27.0,86.7,41.8,341.0,0.52,9.0,7.7,1
25.3,56.4,53.4,245.0,0.588,3.0,20.6,0
35.1,52.7,51.3,260.0,0.611,10.0,11.2,0
31.8,61.3,36.3,352.0,0.44,3.0,14.0,0
24.1,48.7,30.4,768.0,0.354,8.0,8.5,1
26.0,49.7,38.0,608.0,0.629,4.0,0.1,0
27.2,67.4,43.8,410.0,0.02,6.0,3.0,1
28.2,63.3,45.7,496.0,0.602,4.0,2.6,0
17.9,98.4,42.8,474.0,0.45,10.0,7.6,0
16.7,67.9,36.5,664.0,0.76,5.0,23.7,0
20.7,80.7,53.9,362.0,0.809,10.0,10.8,0
20.2,40.7,27.2,583.0,0.813,1.0,17.3,1
22.1,69.5,77.7,574.0,0.558,13.0,4.2,0
29.8,47.0,50.2,367.0,0.416,3.0,9.7,0
25.0,67.1,20.0,806.0,0.473,18.0,20.8,2
27.2,72.4,41.0,467.0,0.672,5.0,17.5,0
18.7,60.9,50.4,341.0,0.324,16.0,5.7,1
23.2,100.0,32.4,674.0,0.871,1.0,8.5,0
29.5,85.7,14.1,530.0,0.56,14.0,18.4,2
29.6,81.2,21.4,594.0,0.71,3.0,5.3,2
21.7,73.8,46.7,307.0,0.299,14.0,8.1,1
27.0,91.7,9.9,666.0,0.453,7.0,1.4,2
39.2,34.1,14.8,911.0,0.277,5.0,16.4,2
25.9,84.7,46.6,293.0,0.804,16.0,15.7,0
21.8,42.2,34.4,584.0,0.591,4.0,1.6,1
25.0,49.8,26.9,379.0,0.723,19.0,8.1,1
26.6,70.1,30.1,1004.0,0.631,6.0,19.4,1
25.1,82.2,14.5,743.0,0.704,7.0,3.5,1
25.8,39.2,45.8,571.0,0.559,8.0,11.7,1
17.3,50.8,25.1,299.0,0.583,2.0,6.5,1
20.2,61.8,29.4,343.0,0.603,9.0,19.2,0
25.1,56.6,43.5,654.0,0.693,3.0,1.3,0
25.0,75.4,33.9,275.0,0.698,3.0,1.4,0
22.6,100.0,26.7,280.0,0.95,3.0,5.2,0
24.9,67.5,6.2,522.0,0.923,5.0,9.5,1
26.4,46.8,43.9,544.0,0.3,17.0,9.6,1
31.3,36.7,39.3,588.0,0.594,4.0,1.8,0
25.4,54.1,29.7,441.0,0.547,9.0,12.8,1
28.4,43.1,21.4,686.0,0.85,16.0,14.7,2
22.8,68.4,38.2,365.0,0.563,6.0,9.7,0
29.4,68.1,45.7,633.0,0.704,8.0,19.5,0
28.3,51.7,39.6,559.0,0.199,17.0,13.5,2
31.2,95.7,64.2,628.0,0.348,10.0,6.4,1
30.3,46.8,49.3,733.0,0.95,9.0,23.7,0
29.5,57.9,36.3,438.0,0.629,7.0,26.4,0
25.4,71.5,49.8,401.0,0.44,19.0,11.8,1
27.5,76.1,38.8,216.0,0.664,5.0,4.3,0
32.4,83.0,38.7,157.0,0.43,4.0,19.0,0
22.1,67.7,58.7,488.0,0.569,5.0,2.8,0
22.2,78.9,23.6,501.0,0.359,10.0,4.6,2
27.1,48.0,38.4,325.0,0.478,8.0,17.3,1
28.5,76.5,57.0,363.0,0.545,3.0,4.1,1
21.1,76.3,42.9,794.0,0.822,11.0,22.3,0
25.6,87.2,32.1,678.0,0.704,10.0,4.3,0
25.4,30.0,10.7,293.0,0.735,4.0,7.3,1
12.7,43.7,3.0,440.0,0.615,9.0,6.8,2
24.7,74.8,71.2,593.0,0.768,13.0,14.7,0
25.1,12.3,42.9,407.0,0.463,5.0,14.5,1
25.0,68.9,28.7,374.0,0.488,1.0,6.6,1
34.5,79.1,43.6,459.0,0.693,6.0,13.3,0
18.7,49.6,22.8,716.0,0.57,5.0,10.6,2
21.1,52.3,32.7,733.0,0.618,1.0,15.4,0
10.3,40.7,22.9,388.0,0.59,4.0,13.9,1
23.1,50.6,15.4,603.0,0.846,3.0,4.2,1
23.6,51.1,4.3,519.0,0.855,16.0,22.4,2
22.9,47.7,12.4,339.0,0.507,16.0,1.6,1
32.6,46.7,54.3,467.0,0.303,9.0,7.3,2
31.2,55.1,22.2,292.0,0.492,6.0,13.3,1
26.5,54.9,46.6,729.0,0.459,5.0,8.9,0
23.8,93.7,53.3,799.0,0.77,12.0,8.3,0
32.2,52.9,38.3,446.0,0.786,6.0,7.2,0
25.9,66.2,33.2,403.0,0.434,6.0,6.5,0
21.1,49.6,40.1,710.0,0.484,8.0,20.7,0
15.7,49.4,31.3,739.0,0.354,19.0,8.4,1
23.4,29.3,57.3,319.0,0.644,1.0,8.4,0
30.5,31.7,68.0,493.0,0.612,4.0,5.1,0
39.7,38.3,61.2,509.0,0.762,2.0,14.2,0
26.4,63.3,3.6,381.0,0.709,9.0,2.7,2
21.4,79.4,31.0,589.0,0.73,1.0,29.6,0
18.9,27.8,38.1,394.0,0.342,3.0,4.3,1
29.3,50.1,45.4,423.0,0.507,7.0,8.3,0
15.4,35.4,10.4,502.0,0.791,11.0,12.2,1
29.3,55.2,10.1,252.0,0.523,6.0,18.0,2
30.9,79.4,58.9,150.0,0.327,3.0,7.0,0
28.6,52.0,29.1,685.0,0.765,5.0,5.9,0
24.7,59.1,14.2,387.0,0.516,5.0,10.1,1
29.4,86.2,20.3,904.0,0.811,12.0,5.3,1
27.0,68.2,44.2,875.0,0.617,4.0,7.7,0
21.3,46.3,24.8,429.0,0.57,12.0,24.2,1
37.1,62.9,41.9,941.0,0.865,6.0,4.2,0
23.9,45.1,22.3,689.0,0.386,14.0,1.0,2
30.7,67.6,10.1,404.0,0.878,7.0,4.9,1
11.5,69.3,60.8,55.0,0.505,4.0,2.6,0
33.7,35.4,44.4,644.0,0.649,14.0,13.8,0
34.8,63.2,32.7,526.0,0.651,25.0,5.9,1
26.2,57.9,29.7,598.0,0.543,7.0,19.3,1
29.4,69.8,61.4,479.0,0.483,12.0,7.5,0
29.4,75.0,47.5,314.0,0.553,7.0,2.7,0
22.1,68.6,56.3,443.0,0.437,4.0,17.7,0
29.3,54.5,28.7,647.0,0.95,14.0,4.4,1
21.1,76.8,38.8,456.0,0.533,2.0,1.0,0
22.3,44.3,44.4,455.0,0.829,2.0,11.8,0
32.8,36.2,29.2,247.0,0.805,14.0,5.1,1
31.8,8.0,36.5,536.0,0.685,5.0,12.4,1
21.8,58.7,28.7,320.0,0.596,3.0,15.9,0
21.6,45.2,44.4,685.0,0.655,19.0,10.8,0
22.1,67.2,16.9,388.0,0.723,11.0,5.3,0
30.4,24.5,47.2,467.0,0.638,6.0,18.1,0
20.0,48.4,43.0,910.0,0.338,8.0,4.0,1
28.1,68.5,34.7,465.0,0.293,8.0,12.5,1
30.5,41.5,45.2,441.0,0.892,11.0,14.3,1
25.5,67.4,32.2,625.0,0.146,6.0,9.3,1
32.1,50.0,27.3,199.0,0.655,11.0,15.7,1
24.2,59.4,46.7,745.0,0.578,7.0,10.9,0
24.7,70.7,47.4,699.0,0.649,1.0,12.0,1
20.1,77.2,29.9,614.0,0.415,4.0,15.7,1
32.1,61.7,28.5,50.0,0.683,10.0,10.4,0
21.4,45.3,35.1,473.0,0.657,2.0,17.0,0
28.1,51.8,29.2,291.0,0.95,7.0,21.7,1
25.6,71.5,62.4,722.0,0.643,5.0,12.8,0
19.7,41.6,43.1,709.0,0.863,19.0,16.0,1
22.3,56.8,38.2,590.0,0.35,12.0,9.4,1
34.3,53.1,23.1,303.0,0.804,2.0,21.9,1
27.2,58.1,49.8,789.0,0.661,10.0,11.5,0
19.9,41.8,28.2,473.0,0.669,5.0,15.0,1
27.8,26.7,27.6,845.0,0.671,7.0,2.8,1
25.1,69.4,50.4,568.0,0.927,5.0,14.1,0
46.7,77.4,44.2,611.0,0.666,20.0,10.0,1
27.7,27.7,3.0,437.0,0.479,19.0,13.8,2
23.7,66.6,35.5,773.0,0.509,4.0,14.8,0
34.5,79.5,40.0,630.0,0.767,14.0,15.8,1
15.0,70.7,32.6,780.0,0.701,4.0,14.3,0
26.6,52.5,40.6,552.0,0.345,4.0,7.9,1
38.0,43.0,9.0,512.0,0.713,7.0,27.3,2
25.3,61.5,3.0,627.0,0.425,7.0,19.4,2
15.6,64.5,22.4,780.0,0.699,3.0,8.5,1
23.6,61.7,42.5,703.0,0.475,2.0,8.2,0
34.7,56.8,3.0,545.0,0.569,7.0,0.3,2
28.3,40.5,24.5,186.0,0.522,3.0,3.6,2
21.0,67.6,7.2,666.0,0.893,6.0,4.9,2
21.9,68.5,34.1,261.0,0.692,15.0,8.3,0
22.6,63.6,69.3,526.0,0.847,6.0,21.4,0
28.2,62.0,34.5,499.0,0.95,1.0,7.6,0
34.0,90.2,36.3,265.0,0.628,14.0,3.6,1
32.3,48.8,51.4,587.0,0.89,9.0,13.6,0
28.7,83.1,38.3,908.0,0.494,12.0,14.3,0
18.0,46.8,34.6,464.0,0.846,7.0,7.7,0
18.0,80.0,52.8,658.0,0.475,6.0,19.7,0
29.2,82.2,45.6,944.0,0.617,26.0,20.6,1
17.9,54.7,42.6,675.0,0.717,9.0,1.7,0
24.6,89.9,35.8,404.0,0.745,14.0,14.4,0
27.8,68.4,32.5,563.0,0.391,40.0,0.9,1
19.2,44.2,52.7,607.0,0.464,25.0,8.4,1
19.9,53.3,32.6,778.0,0.73,2.0,36.1,0
25.4,80.4,57.7,739.0,0.554,3.0,13.9,0
29.0,76.6,21.2,50.0,0.368,2.0,5.5,2
32.4,41.0,60.9,366.0,0.607,6.0,14.9,1
29.6,57.5,45.6,507.0,0.599,29.0,5.1,1
26.4,63.7,22.5,337.0,0.652,0.0,11.5,0
21.5,50.9,46.1,50.0,0.715,4.0,4.3,0
19.6,100.0,27.6,389.0,0.704,6.0,6.8,0
22.9,64.2,38.5,519.0,0.482,3.0,19.5,0
28.5,58.9,30.2,425.0,0.546,5.0,26.9,0
28.0,81.4,35.9,341.0,0.787,6.0,11.5,0
13.4,53.4,53.1,527.0,0.522,2.0,16.1,0
21.3,78.1,46.3,582.0,0.549,12.0,6.1,0
33.2,30.0,20.0,436.0,0.349,5.0,3.8,2
26.5,51.8,20.9,767.0,0.615,2.0,10.6,1
17.5,78.9,42.3,530.0,0.682,7.0,10.1,0
40.1,88.3,43.5,363.0,0.264,12.0,37.3,2
25.8,46.1,27.2,318.0,0.427,6.0,8.2,0
28.3,44.0,63.5,482.0,0.364,3.0,7.9,1
28.4,70.2,51.0,720.0,0.762,8.0,13.9,1
23.8,48.8,28.0,372.0,0.276,24.0,5.9,2
21.6,55.2,26.4,627.0,0.606,4.0,4.8,1
38.7,75.8,34.4,537.0,0.749,3.0,12.4,1
32.0,50.2,32.7,879.0,0.654,5.0,2.4,0
30.9,24.6,58.1,590.0,0.541,3.0,13.3,1
29.5,36.6,53.8,394.0,0.682,3.0,6.6,0
20.0,60.2,38.6,653.0,0.807,2.0,15.5,0
33.7,26.5,48.8,659.0,0.601,14.0,22.3,1
20.9,54.7,51.2,449.0,0.217,11.0,4.8,1
27.7,34.9,38.9,310.0,0.827,5.0,7.8,0
16.2,89.5,44.4,616.0,0.692,4.0,18.6,0
13.8,99.0,47.5,531.0,0.614,9.0,11.5,0
27.9,41.0,45.8,247.0,0.264,7.0,27.2,0
21.1,64.6,25.5,566.0,0.566,7.0,11.8,0
14.1,42.7,27.2,405.0,0.462,16.0,21.6,2
29.2,54.4,33.4,247.0,0.401,10.0,3.3,1
38.7,92.5,26.7,457.0,0.595,50.0,4.7,2
34.3,51.6,14.4,751.0,0.524,4.0,24.9,2
24.5,54.9,48.8,737.0,0.535,25.0,4.6,0
26.1,43.0,43.5,690.0,0.753,9.0,25.1,1
31.3,80.6,16.6,568.0,0.666,3.0,5.3,1
32.7,8.0,34.1,627.0,0.531,4.0,2.7,1
23.9,52.0,35.1,538.0,0.508,10.0,8.1,0
26.2,59.2,40.9,321.0,0.538,2.0,3.3,0
27.8,48.1,20.7,357.0,0.575,6.0,14.6,1
29.3,75.5,16.3,411.0,0.725,31.0,0.9,2
25.2,81.6,46.3,772.0,0.432,0.0,31.7,1
25.3,34.6,13.5,714.0,0.883,6.0,10.1,1
34.3,97.7,34.3,326.0,0.725,4.0,15.2,0
33.3,34.4,32.8,530.0,0.127,25.0,16.5,2
28.9,83.2,36.0,448.0,0.635,6.0,11.0,0
36.3,62.7,42.0,492.0,0.807,3.0,13.2,0
23.7,50.9,63.6,424.0,0.69,2.0,7.3,0
35.7,52.6,12.4,773.0,0.546,2.0,16.5,2
29.3,59.4,52.0,517.0,0.609,23.0,28.0,0
45.6,63.8,3.0,559.0,0.652,1.0,7.1,2
18.8,43.4,60.3,560.0,0.759,9.0,17.9,0
21.9,55.8,5.3,335.0,0.365,18.0,20.1,2
28.5,46.1,77.0,540.0,0.511,6.0,6.7,0
28.4,38.1,31.8,711.0,0.915,2.0,9.3,0
37.7,45.3,58.6,785.0,0.626,9.0,9.0,1
22.0,39.3,55.3,313.0,0.895,3.0,8.2,0
31.4,52.4,31.0,247.0,0.95,4.0,5.4,0
33.0,67.8,32.2,531.0,0.531,3.0,9.6,1
30.2,62.2,24.6,720.0,0.404,3.0,7.9,2
20.2,95.5,50.6,585.0,0.572,13.0,22.9,0
34.4,20.2,31.2,642.0,0.818,5.0,11.6,1
33.4,68.4,24.9,275.0,0.843,10.0,5.8,1
29.6,60.1,46.6,417.0,0.95,10.0,23.8,0
27.2,74.7,23.6,125.0,0.613,6.0,20.8,1
27.4,72.9,32.7,494.0,0.708,18.0,8.2,1
25.5,57.0,39.7,130.0,0.492,3.0,11.1,1
29.8,63.1,27.7,760.0,0.169,6.0,23.1,2
26.2,46.6,30.1,800.0,0.613,1.0,17.4,1
20.9,71.0,62.6,545.0,0.412,7.0,2.2,0
19.7,26.2,34.7,248.0,0.736,12.0,4.4,0
21.5,74.0,32.2,588.0,0.281,2.0,6.3,1
27.3,59.6,35.2,855.0,0.487,4.0,6.9,1
25.8,51.2,45.3,606.0,0.668,3.0,9.2,0
27.3,55.8,21.5,733.0,0.687,0.0,12.8,1
29.0,57.1,44.8,433.0,0.611,2.0,9.2,0
22.2,83.4,42.1,363.0,0.95,10.0,20.4,0
34.8,100.0,9.4,507.0,0.903,6.0,7.0,2
24.4,82.0,66.7,173.0,0.497,8.0,20.4,1
23.4,49.8,61.4,928.0,0.91,12.0,11.6,0
28.9,71.3,25.2,545.0,0.937,21.0,11.1,1
